right,11,25,a,25
right,11,25,a,26
right,11,25,a,27
right,11,25,a,28
right,11,25,a,29
right,11,25,a,30
right,11,25,a,31
right,11,25,a,32
right,11,25,a,33
right,11,25,a,34
right,11,25,a,35
right,11,25,a,36
right,11,25,a,37
right,11,25,a,38
right,11,25,a,39
right,11,34,b,34
right,11,34,b,35
right,11,34,b,36
right,11,34,b,37
right,11,34,b,38
right,11,34,b,39
right,11,34,b,40
right,11,34,b,41
right,11,34,b,42
right,11,34,b,43
right,11,34,b,44
right,11,34,b,45
right,11,34,b,46
right,11,34,b,47
right,11,34,b,48
right,11,34,b,49
right,11,34,b,50
right,11,34,b,51
right,11,34,b,52
right,11,34,b,62
right,11,34,b,63
right,11,34,b,64
right,11,34,b,65
right,11,34,b,66
right,11,34,b,67
right,11,34,b,68
right,11,34,b,69
right,11,34,b,70
right,11,34,b,80
right,11,34,b,81
right,11,34,b,82
right,11,34,b,83
right,11,40,a,40
right,11,40,a,41
right,11,40,a,42
right,11,40,a,43
right,11,40,a,44
right,11,40,a,45
right,11,40,a,46
right,11,40,a,47
right,11,40,a,48
right,11,40,a,49
right,11,40,a,50
right,11,40,a,51
right,11,40,a,52
right,11,40,a,62
right,11,40,a,63
right,11,40,a,64
right,11,40,a,65
right,11,40,a,66
right,11,40,a,67
right,11,40,a,68
right,11,40,a,69
right,11,40,a,70
right,11,40,a,80
right,11,40,a,81
right,11,40,a,82
right,11,40,a,83
right,11,47,c,47
right,11,47,c,48
right,11,47,c,49
right,11,47,c,50
right,11,47,c,51
right,11,47,c,52
right,11,47,c,62
right,11,47,c,63
right,11,47,c,64
right,11,47,c,65
right,11,47,c,66
right,11,47,c,67
right,11,47,c,68
right,11,47,c,69
right,11,47,c,70
right,11,47,c,80
right,11,47,c,81
right,11,47,c,82
right,11,47,c,83
right,11,67,k,67
right,11,67,k,68
right,11,67,k,69
right,11,67,k,70
right,11,67,k,80
right,11,67,k,81
right,11,67,k,82
right,11,67,k,83
right,84,34,b,84
right,84,34,b,85
right,84,34,b,86
right,84,34,b,87
right,84,40,a,84
right,84,40,a,85
right,84,40,a,86
right,84,40,a,87
right,84,40,a,88
right,84,40,a,89
right,84,47,c,84
right,84,47,c,85
right,84,47,c,86
right,84,47,c,87
right,84,47,c,88
right,84,47,c,89
right,84,67,k,84
right,84,67,k,85
right,84,67,k,86
right,84,67,k,87
right,84,67,k,88
right,84,67,k,89
right,84,88,b,88
right,84,88,b,89
right,90,34,b,90
right,90,34,b,91
right,90,34,b,92
right,90,34,b,93
right,90,34,b,94
right,90,40,a,90
right,90,40,a,91
right,90,40,a,92
right,90,40,a,93
right,90,40,a,94
right,90,40,a,95
right,90,40,a,96
right,90,47,c,90
right,90,47,c,91
right,90,47,c,92
right,90,47,c,93
right,90,47,c,94
right,90,47,c,95
right,90,47,c,96
right,90,67,k,90
right,90,67,k,91
right,90,67,k,92
right,90,67,k,93
right,90,67,k,94
right,90,67,k,95
right,90,67,k,96
right,90,95,b,95
right,90,95,b,96
right,97,40,a,97
right,97,40,a,98
right,97,40,a,99
right,97,40,a,100
right,97,40,a,101
right,97,40,a,102
right,97,40,a,103
right,97,40,a,104
right,97,40,a,105
right,97,40,a,106
right,97,40,a,107
right,97,47,c,97
right,97,47,c,98
right,97,47,c,99
right,97,47,c,100
right,97,47,c,101
right,97,47,c,102
right,97,47,c,103
right,97,47,c,104
right,97,47,c,105
right,97,47,c,106
right,97,47,c,107
right,97,67,k,97
right,97,67,k,98
right,97,67,k,99
right,97,67,k,100
right,97,67,k,101
right,97,67,k,102
right,97,67,k,103
right,97,67,k,104
right,97,67,k,105
right,97,67,k,106
right,97,67,k,107
right,97,88,b,97
right,97,88,b,98
right,97,88,b,99
right,97,88,b,100
right,97,88,b,101
right,97,88,b,102
right,97,88,b,103
right,97,88,b,104
right,97,88,b,105
right,97,88,b,106
right,97,88,b,107
right,97,95,b,97
right,97,95,b,98
right,97,95,b,99
right,97,95,b,100
right,97,95,b,101
right,97,95,b,102
right,97,95,b,103
right,97,95,b,104
right,97,95,b,105
right,97,95,b,106
right,97,95,b,107
right,97,102,j,102
right,97,102,j,103
right,97,102,j,104
right,97,102,j,105
right,97,102,j,106
right,97,102,j,107
right,121,128,a,128
right,121,128,a,129
right,121,128,a,130
right,121,128,a,131
right,121,128,a,132
right,121,128,a,133
right,121,128,a,134
right,121,128,a,135
right,121,128,a,136
right,121,128,a,137
right,121,128,a,138
right,121,128,a,139
right,121,128,a,140
right,121,128,a,141
right,121,128,a,142
right,121,128,a,143
right,121,128,a,144
right,121,128,a,145
right,121,128,a,146
right,121,128,a,147
right,121,128,a,148
right,121,128,a,149
right,121,128,a,150
right,121,128,a,151
right,121,128,a,152
right,121,128,a,153
right,121,128,a,154
right,121,128,a,155
right,121,128,a,156
right,121,128,a,157
right,121,128,a,158
right,121,128,a,159
right,121,128,a,160
right,121,128,a,161
right,121,128,a,162
right,121,128,a,163
right,121,128,a,164
right,121,137,b,137
right,121,137,b,138
right,121,137,b,139
right,121,137,b,140
right,121,137,b,141
right,121,137,b,142
right,121,137,b,143
right,121,137,b,144
right,121,137,b,145
right,121,137,b,146
right,121,137,b,147
right,121,137,b,148
right,121,137,b,149
right,121,137,b,150
right,121,137,b,151
right,121,137,b,152
right,121,137,b,153
right,121,137,b,154
right,121,137,b,155
right,121,137,b,156
right,121,137,b,157
right,121,137,b,158
right,121,137,b,159
right,121,137,b,160
right,121,137,b,161
right,121,137,b,162
right,121,146,c,146
right,121,146,c,147
right,121,146,c,148
right,121,146,c,149
right,121,146,c,150
right,121,146,c,151
right,121,146,c,152
right,121,146,c,153
right,121,146,c,154
right,121,146,c,155
right,121,146,c,156
right,121,146,c,157
right,121,146,c,158
right,121,146,c,159
right,121,146,c,160
right,121,146,c,161
right,121,146,c,162
right,121,146,c,163
right,121,146,c,164
right,121,157,k,157
right,121,157,k,158
right,121,157,k,159
right,121,157,k,160
right,121,157,k,161
right,121,157,k,162
right,121,157,k,163
right,121,157,k,164
right,121,163,b,163
right,121,163,b,164
right,166,128,a,166
right,166,128,a,167
right,166,128,a,168
right,166,128,a,169
right,166,128,a,170
right,166,128,a,171
right,166,128,a,172
right,166,128,a,173
right,166,128,a,174
right,166,146,c,166
right,166,146,c,167
right,166,146,c,168
right,166,146,c,169
right,166,146,c,170
right,166,146,c,171
right,166,146,c,172
right,166,146,c,173
right,166,146,c,174
right,166,157,k,166
right,166,157,k,167
right,166,157,k,168
right,166,157,k,169
right,166,157,k,170
right,166,157,k,171
right,166,157,k,172
right,166,157,k,173
right,166,157,k,174
right,166,163,b,166
right,166,163,b,167
right,166,163,b,168
right,166,163,b,169
right,166,163,b,170
right,166,163,b,171
right,166,163,b,172
right,166,163,b,173
right,166,163,b,174
right,166,171,i,171
right,166,171,i,172
right,166,171,i,173
right,166,171,i,174
